DN,Y
1499,43.9057568717
1500,43.9157568717
1501,43.9257568717
1502,43.9357568717
1503,43.9457568717
1504,43.9557568717
1505,43.9657568717
1506,43.9757568717
1507,43.9857568717
1508,43.9957568717
1509,44.0057568717
1510,44.0157568717
1511,44.0257568717
1512,44.0357568717
1513,43.5257568717
1514,43.5357568717
1515,43.5457568717
1516,43.5557568717
1517,43.5657568717
1518,43.5757568717
1519,43.5857568717
1520,43.5957568717
1521,43.6057568717
1522,43.6157568717
1523,43.6257568717
1524,43.6357568717
1525,43.6457568717
1526,43.6557568717
1527,43.6657568717
1528,43.6757568717
1529,43.6857568717
1530,43.6957568717
1531,43.7057568717
1532,43.7157568717
1533,43.7257568717
1534,43.7357568717
1535,43.7457568717
1536,43.7557568717
1537,43.7657568717
1538,43.7757568717
1539,43.7857568717
1540,43.7957568717
1541,43.8057568717
1542,43.8157568717
1543,43.8257568717
1544,43.8357568717
1545,43.8457568717
1546,43.8557568717
1547,43.8657568717
1548,43.8757568717
1549,43.8857568717
1550,43.8957568717
1551,43.9057568717
1552,43.9157568717
1553,43.9257568717
1554,43.9357568717
1555,43.9457568717
1556,43.9557568717
1557,43.9657568717
1558,43.9757568717
1559,43.9857568717
1560,43.9957568717
1561,44.0057568717
1562,44.0157568717
1563,44.0257568717
1564,44.0357568717
1565,43.5257568717
1566,43.5357568717
1567,43.5457568717
1568,43.5557568717
1569,43.5657568717
1570,43.5757568717
1571,43.5857568717
1572,43.5957568717
1573,43.6057568717
1574,43.6157568717
1575,43.6257568717
1576,43.6357568717
1577,43.6457568717
1578,43.6557568717
1579,43.6657568717
1580,43.6757568717
1581,43.6857568717
1582,43.6957568717
1583,43.7057568717
1584,43.7157568717
1585,43.7257568717
1586,43.7357568717
1587,43.7457568717
1588,43.7557568717
1589,43.7657568717
1590,43.7757568717
1591,43.7857568717
1592,43.7957568717
1593,43.8057568717
1594,43.8157568717
1595,43.8257568717
1596,43.8357568717
1597,43.8457568717
1598,43.8557568717
1599,43.8657568717
1600,43.8757568717
1601,43.8857568717
1602,43.8957568717
1603,43.9057568717
1604,43.9157568717
1605,43.9257568717
1606,43.9357568717
1607,43.9457568717
1608,43.9557568717
1609,43.9657568717
1610,43.9757568717
1611,43.9857568717
1612,43.9957568717
1613,44.0057568717
1614,44.0157568717
1615,44.0257568717
1616,44.0357568717
1617,43.5257568717
1618,43.5357568717
1619,43.5457568717
1620,43.5557568717
1621,43.5657568717
1622,43.5757568717
1623,43.5857568717
1624,43.5957568717
1625,43.6057568717
1626,43.6157568717
1627,43.6257568717
1628,43.6357568717
1629,43.6457568717
1630,43.6557568717
1631,43.6657568717
1632,43.6757568717
1633,43.6857568717
1634,43.6957568717
1635,43.7057568717
1636,43.7157568717
1637,43.7257568717
1638,43.7357568717
1639,43.7457568717
1640,43.7557568717
1641,43.7657568717
1642,43.7757568717
1643,43.7857568717
1644,43.7957568717
1645,43.8057568717
1646,43.8157568717
1647,43.8257568717
1648,43.8357568717
1649,43.8457568717
1650,43.8557568717
1651,43.8657568717
1652,43.8757568717
1653,43.8857568717
1654,43.8957568717
1655,43.9057568717
1656,43.9157568717
1657,43.9257568717
1658,43.9357568717
1659,43.9457568717
1660,43.9557568717
1661,43.9657568717
1662,43.9757568717
1663,43.9857568717
1664,43.9957568717
1665,44.0057568717
1666,44.0157568717
1667,44.0257568717
1668,44.0357568717
1669,43.5257568717
1670,43.5357568717
1671,43.5457568717
1672,43.5557568717
1673,43.5657568717
1674,43.5757568717
1675,43.5857568717
1676,43.5957568717
1677,43.6057568717
1678,43.6157568717
1679,43.6257568717
1680,43.6357568717
1681,43.6457568717
1682,43.6557568717
1683,43.6657568717
1684,43.6757568717
1685,43.6857568717
1686,43.6957568717
1687,43.7057568717
1688,43.7157568717
1689,43.7257568717
1690,43.7357568717
1691,43.7457568717
1692,43.7557568717
1693,43.7657568717
1694,43.7757568717
1695,43.7857568717
1696,43.7957568717
1697,43.8057568717
1698,43.8157568717
1699,43.8257568717
1700,43.8357568717
1701,43.8457568717
1702,43.8557568717
1703,43.8657568717
1704,43.8757568717
1705,43.8857568717
1706,43.8957568717
1707,43.9057568717
1708,43.9157568717
1709,43.9257568717
1710,43.9357568717
1711,43.9457568717
1712,43.9557568717
1713,43.9657568717
1714,43.9757568717
1715,43.9857568717
1716,43.9957568717
1717,44.0057568717
1718,44.0157568717
1719,44.0257568717
1720,44.0357568717
1721,43.5257568717
1722,43.5357568717
1723,43.5457568717
1724,43.5557568717
1725,43.5657568717
1726,43.5757568717
1727,43.5857568717
1728,43.5957568717
1729,43.6057568717
1730,43.6157568717
1731,43.6257568717
1732,43.6357568717
1733,43.6457568717
1734,43.6557568717
1735,43.6657568717
1736,43.6757568717
1737,43.6857568717
1738,43.6957568717
1739,43.7057568717
1740,43.7157568717
1741,43.7257568717
1742,43.7357568717
1743,43.7457568717
1744,43.7557568717
1745,43.7657568717
1746,43.7757568717
1747,43.7857568717
1748,43.7957568717
1749,43.8057568717
1750,43.8157568717
1751,43.8257568717
1752,43.8357568717
1753,43.8457568717
1754,43.8557568717
1755,43.8657568717
1756,43.8757568717
1757,43.8857568717
1758,43.8957568717
1759,43.9057568717
1760,43.9157568717
1761,43.9257568717
1762,43.9357568717
1763,43.9457568717
1764,43.9557568717
1765,43.9657568717
1766,43.9757568717
1767,43.9857568717
1768,43.9957568717
1769,44.0057568717
1770,44.0157568717
1771,44.0257568717
1772,44.0357568717
1773,43.5257568717
1774,43.5357568717
1775,43.5457568717
1776,43.5557568717
1777,43.5657568717
1778,43.5757568717
1779,43.5857568717
1780,43.5957568717
1781,43.6057568717
1782,43.6157568717
1783,43.6257568717
1784,43.6357568717
1785,43.6457568717
1786,43.6557568717
1787,43.6657568717
1788,43.6757568717
1789,43.6857568717
1790,43.6957568717
1791,43.7057568717
1792,43.7157568717
1793,43.7257568717
1794,43.7357568717
1795,43.7457568717
1796,43.7557568717
1797,43.7657568717
1798,43.7757568717
1799,43.7857568717
1800,43.7957568717
1801,43.8057568717
1802,43.8157568717
1803,43.8257568717
1804,43.8357568717
1805,43.8457568717
1806,43.8557568717
1807,43.8657568717
1808,43.8757568717
1809,43.8857568717
1810,43.8957568717
1811,43.9057568717
1812,43.9157568717
1813,43.9257568717
1814,43.9357568717
1815,43.9457568717
1816,43.9557568717
1817,43.9657568717
1818,43.9757568717
1819,43.9857568717
1820,43.9957568717
1821,44.0057568717
1822,44.0157568717
1823,44.0257568717
1824,44.0357568717
1825,43.5257568717
1826,43.5357568717
1827,43.5457568717
1828,43.5557568717
1829,43.5657568717
1830,43.5757568717
1831,43.5857568717
1832,43.5957568717
1833,43.6057568717
1834,43.6157568717
1835,43.6257568717
1836,43.6357568717
1837,43.6457568717
1838,43.6557568717
1839,43.6657568717
1840,43.6757568717
1841,43.6857568717
1842,43.6957568717
1843,43.7057568717
1844,43.7157568717
1845,43.7257568717
1846,43.7357568717
1847,43.7457568717
1848,43.7557568717
1849,43.7657568717
1850,43.7757568717
1851,43.7857568717
1852,43.7957568717
1853,43.8057568717
1854,43.8157568717
1855,43.8257568717
1856,43.8357568717
1857,43.8457568717
1858,43.8557568717
1859,43.8657568717
1860,43.8757568717
1861,43.8857568717
1862,43.8957568717
1863,43.9057568717
1864,43.9157568717
1865,43.9257568717
1866,43.9357568717
1867,43.9457568717
1868,43.9557568717
1869,43.9657568717
1870,43.9757568717
1871,43.9857568717
1872,43.9957568717
1873,44.0057568717
1874,44.0157568717
1875,44.0257568717
1876,44.0357568717
1877,43.5257568717
1878,43.5357568717
1879,43.5457568717
1880,43.5557568717
1881,43.5657568717
1882,43.5757568717
1883,43.5857568717
1884,43.5957568717
1885,43.6057568717
1886,43.6157568717
1887,43.6257568717
1888,43.6357568717
1889,43.6457568717
1890,43.6557568717
1891,43.6657568717
1892,43.6757568717
1893,43.6857568717
1894,43.6957568717
1895,43.7057568717
1896,43.7157568717
1897,43.7257568717
1898,43.7357568717
1899,43.7457568717
1900,43.7557568717
1901,43.7657568717
1902,43.7757568717
1903,43.7857568717
1904,43.7957568717
1905,43.8057568717
1906,43.8157568717
1907,43.8257568717
1908,43.8357568717
1909,43.8457568717
1910,43.8557568717
1911,43.8657568717
1912,43.8757568717
1913,43.8857568717
1914,43.8957568717
1915,43.9057568717
1916,43.9157568717
1917,43.9257568717
1918,43.9357568717
1919,43.9457568717
1920,43.9557568717
1921,43.9657568717
1922,43.9757568717
1923,43.9857568717
1924,43.9957568717
1925,44.0057568717
1926,44.0157568717
1927,44.0257568717
1928,44.0357568717
1929,43.5257568717
1930,43.5357568717
1931,43.5457568717
1932,43.5557568717
1933,43.5657568717
1934,43.5757568717
1935,43.5857568717
1936,43.5957568717
1937,43.6057568717
1938,43.6157568717
1939,43.6257568717
1940,43.6357568717
1941,43.6457568717
1942,43.6557568717
1943,43.6657568717
1944,43.6757568717
1945,43.6857568717
1946,43.6957568717
1947,43.7057568717
1948,43.7157568717
1949,43.7257568717
1950,43.7357568717
1951,43.7457568717
1952,43.7557568717
1953,43.7657568717
1954,43.7757568717
1955,43.7857568717
1956,43.7957568717
1957,43.8057568717
1958,43.8157568717
1959,43.8257568717
1960,43.8357568717
1961,43.8457568717
1962,43.8557568717
1963,43.8657568717
1964,43.8757568717
1965,43.8857568717
1966,43.8957568717
1967,43.9057568717
1968,43.9157568717
1969,43.9257568717
1970,43.9357568717
1971,43.9457568717
1972,43.9557568717
1973,43.9657568717
1974,43.9757568717
1975,43.9857568717
1976,43.9957568717
1977,44.0057568717
1978,44.0157568717
1979,44.0257568717
1980,44.0357568717
1981,43.5257568717
1982,43.5357568717
1983,43.5457568717
1984,43.5557568717
1985,43.5657568717
1986,43.5757568717
1987,43.5857568717
1988,43.5957568717
1989,43.6057568717
1990,43.6157568717
1991,43.6257568717
1992,43.6357568717
1993,43.6457568717
1994,43.6557568717
1995,43.6657568717
1996,43.6757568717
1997,43.6857568717
1998,43.6957568717
1999,43.7057568717
2000,43.7157568717
2001,43.7257568717
2002,43.7357568717
2003,43.7457568717
2004,43.7557568717
2005,43.7657568717
2006,43.7757568717
2007,43.7857568717
2008,43.7957568717
2009,43.8057568717
2010,43.8157568717
2011,43.8257568717
2012,43.8357568717
2013,43.8457568717
2014,43.8557568717
2015,43.8657568717
2016,43.8757568717
2017,43.8857568717
2018,43.8957568717
2019,43.9057568717
2020,43.9157568717
2021,43.9257568717
2022,43.9357568717
2023,43.9457568717
2024,43.9557568717
2025,43.9657568717
2026,43.9757568717
2027,43.9857568717
2028,43.9957568717
2029,44.0057568717
2030,44.0157568717
2031,44.0257568717
2032,44.0357568717
2033,43.5257568717
2034,43.5357568717
2035,43.5457568717
2036,43.5557568717
2037,43.5657568717
2038,43.5757568717
2039,43.5857568717
2040,43.5957568717
2041,43.6057568717
2042,43.6157568717
2043,43.6257568717
2044,43.6357568717
2045,43.6457568717
2046,43.6557568717
2047,43.6657568717
2048,43.6757568717
2049,43.6857568717
2050,43.6957568717
2051,43.7057568717
2052,43.7157568717
2053,43.7257568717
2054,43.7357568717
2055,43.7457568717
2056,43.7557568717
2057,43.7657568717
2058,43.7757568717
2059,43.7857568717
2060,43.7957568717
2061,43.8057568717
2062,43.8157568717
2063,43.8257568717
2064,43.8357568717
2065,43.8457568717
2066,43.8557568717
2067,43.8657568717
2068,43.8757568717
2069,43.8857568717
2070,43.8957568717
2071,43.9057568717
2072,43.9157568717
2073,43.9257568717
2074,43.9357568717
2075,43.9457568717
2076,43.9557568717
2077,43.9657568717
2078,43.9757568717
2079,43.9857568717
2080,43.9957568717
2081,44.0057568717
2082,44.0157568717
2083,44.0257568717
2084,44.0357568717
2085,43.5257568717
2086,43.5357568717
2087,43.5457568717
2088,43.5557568717
2089,43.5657568717
2090,43.5757568717
2091,43.5857568717
2092,43.5957568717
2093,43.6057568717
2094,43.6157568717
2095,43.6257568717
2096,43.6357568717
2097,43.6457568717
2098,43.6557568717
2099,43.6657568717
2100,43.6757568717
2101,43.6857568717
2102,43.6957568717
2103,43.7057568717
2104,43.7157568717
2105,43.7257568717
2106,43.7357568717
2107,43.7457568717
2108,43.7557568717
2109,43.7657568717
2110,43.7757568717
2111,43.7857568717
2112,43.7957568717
2113,43.8057568717
2114,43.8157568717
2115,43.8257568717
2116,43.8357568717
2117,43.8457568717
2118,43.8557568717
2119,43.8657568717
2120,43.8757568717
2121,43.8857568717
2122,43.8957568717
2123,43.9057568717
2124,43.9157568717
2125,43.9257568717
2126,43.9357568717
2127,43.9457568717
2128,43.9557568717
2129,43.9657568717
2130,43.9757568717
2131,43.9857568717
2132,43.9957568717
2133,44.0057568717
2134,44.0157568717
2135,44.0257568717
2136,44.0357568717
2137,43.5257568717
2138,43.5357568717
2139,43.5457568717
2140,43.5557568717
2141,43.5657568717
2142,43.5757568717
2143,43.5857568717
2144,43.5957568717
2145,43.6057568717
2146,43.6157568717
2147,43.6257568717
2148,43.6357568717
2149,43.6457568717
2150,43.6557568717
2151,43.6657568717
2152,43.6757568717
2153,43.6857568717
2154,43.6957568717
2155,43.7057568717
2156,43.7157568717
2157,43.7257568717
2158,43.7357568717
2159,43.7457568717
2160,43.7557568717
2161,43.7657568717
2162,43.7757568717
2163,43.7857568717
2164,43.7957568717
2165,43.8057568717
2166,43.8157568717
2167,43.8257568717
2168,43.8357568717
2169,43.8457568717
2170,43.8557568717
2171,43.8657568717
2172,43.8757568717
2173,43.8857568717
2174,43.8957568717
2175,43.9057568717
2176,43.9157568717
2177,43.9257568717
2178,43.9357568717
2179,43.9457568717
2180,43.9557568717
2181,43.9657568717
2182,43.9757568717
2183,43.9857568717
2184,43.9957568717
2185,44.0057568717
2186,44.0157568717
2187,44.0257568717
2188,44.0357568717
2189,43.5257568717
2190,43.5357568717
2191,43.5457568717
2192,43.5557568717
2193,43.5657568717
2194,43.5757568717
2195,43.5857568717
2196,43.5957568717
2197,43.6057568717
2198,43.6157568717
2199,43.6257568717
2200,43.6357568717
2201,43.6457568717
2202,43.6557568717
2203,43.6657568717
2204,43.6757568717
2205,43.6857568717
2206,43.6957568717
2207,43.7057568717
2208,43.7157568717
2209,43.7257568717
2210,43.7357568717
2211,43.7457568717
2212,43.7557568717
2213,43.7657568717
2214,43.7757568717
2215,43.7857568717
2216,43.7957568717
2217,43.8057568717
2218,43.8157568717
2219,43.8257568717
2220,43.8357568717
2221,43.8457568717
2222,43.8557568717
2223,43.8657568717
2224,43.8757568717
2225,43.8857568717
2226,43.8957568717
2227,43.9057568717
2228,43.9157568717
2229,43.9257568717
2230,43.9357568717
2231,43.9457568717
2232,43.9557568717
2233,43.9657568717
2234,43.9757568717
2235,43.9857568717
2236,43.9957568717
2237,44.0057568717
2238,44.0157568717
2239,44.0257568717
2240,43.5257568717
2241,43.5357568717
2242,43.5457568717
2243,43.5557568717
2244,43.5657568717
2245,43.5757568717
2246,43.5857568717
2247,43.5957568717
2248,43.6057568717
2249,43.6157568717
2250,43.6257568717
2251,43.6357568717
2252,43.6457568717
2253,43.6557568717
2254,43.6657568717
2255,43.6757568717
2256,43.6857568717
2257,43.6957568717
2258,43.7057568717
2259,43.7157568717
2260,43.7257568717
2261,43.7357568717
2262,43.7457568717
2263,43.7557568717
2264,43.7657568717
2265,43.7757568717
2266,43.7857568717
2267,43.7957568717
2268,43.8057568717
2269,43.8157568717
2270,43.8257568717
2271,43.8357568717
2272,43.8457568717
2273,43.8557568717
2274,43.8657568717
2275,43.8757568717
2276,43.8857568717
2277,43.8957568717
2278,43.9057568717
2279,43.9157568717
2280,43.9257568717
2281,43.9357568717
2282,43.9457568717
2283,43.9557568717
2284,43.9657568717
2285,43.9757568717
2286,43.9857568717
2287,43.9957568717
2288,44.0057568717
2289,44.0157568717
2290,44.0257568717
2291,43.5257568717
2292,43.5357568717
2293,43.5457568717
2294,43.5557568717
2295,43.5657568717
2296,43.5757568717
2297,43.5857568717
2298,43.5957568717
2299,43.6057568717
2300,43.6157568717
2301,43.6257568717
2302,43.6357568717
2303,43.6457568717
2304,43.6557568717
2305,43.6657568717
2306,43.6757568717
2307,43.6857568717
2308,43.6957568717
2309,43.7057568717
2310,43.7157568717
2311,43.7257568717
2312,43.7357568717
2313,43.7457568717
2314,43.7557568717
2315,43.7657568717
2316,43.7757568717
2317,43.7857568717
2318,43.7957568717
2319,43.8057568717
2320,43.8157568717
2321,43.8257568717
2322,43.8357568717
2323,43.8457568717
2324,43.8557568717
2325,43.8657568717
2326,43.8757568717
2327,43.8857568717
2328,43.8957568717
2329,43.9057568717
2330,43.9157568717
2331,43.9257568717
2332,43.9357568717
2333,43.9457568717
2334,43.9557568717
2335,43.9657568717
2336,43.9757568717
2337,43.9857568717
2338,43.9957568717
2339,44.0057568717
2340,44.0157568717
2341,44.0257568717
2342,43.5257568717
2343,43.5357568717
2344,43.5457568717
2345,43.5557568717
2346,43.5657568717
2347,43.5757568717
2348,43.5857568717
2349,43.5957568717
2350,43.6057568717
2351,43.6157568717
2352,43.6257568717
2353,43.6357568717
2354,43.6457568717
2355,43.6557568717
2356,43.6657568717
2357,43.6757568717
2358,43.6857568717
2359,43.6957568717
2360,43.7057568717
2361,43.7157568717
2362,43.7257568717
2363,43.7357568717
2364,43.7457568717
2365,43.7557568717
2366,43.7657568717
2367,43.7757568717
2368,43.7857568717
2369,43.7957568717
2370,43.8057568717
2371,43.8157568717
2372,43.8257568717
2373,43.8357568717
2374,43.8457568717
2375,43.8557568717
2376,43.8657568717
2377,43.8757568717
2378,43.8857568717
2379,43.8957568717
2380,43.9057568717
2381,43.9157568717
2382,43.9257568717
2383,43.9357568717
2384,43.9457568717
2385,43.9557568717
2386,43.9657568717
2387,43.9757568717
2388,43.9857568717
2389,43.9957568717
2390,44.0057568717
2391,44.0157568717
2392,44.0257568717
2393,43.5257568717
2394,43.5357568717
2395,43.5457568717
2396,43.5557568717
2397,43.5657568717
2398,43.5757568717
2399,43.5857568717
2400,43.5957568717
2401,43.6057568717
2402,43.6157568717
2403,43.6257568717
2404,43.6357568717
2405,43.6457568717
2406,43.6557568717
2407,43.6657568717
2408,43.6757568717
2409,43.6857568717
2410,43.6957568717
2411,43.7057568717
2412,43.7157568717
2413,43.7257568717
2414,43.7357568717
2415,43.7457568717
2416,43.7557568717
2417,43.7657568717
2418,43.7757568717
2419,43.7857568717
2420,43.7957568717
2421,43.8057568717
2422,43.8157568717
2423,43.8257568717
2424,43.8357568717
2425,43.8457568717
2426,43.8557568717
2427,43.8657568717
2428,43.8757568717
2429,43.8857568717
2430,43.8957568717
2431,43.9057568717
2432,43.9157568717
2433,43.9257568717
2434,43.9357568717
2435,43.9457568717
2436,43.9557568717
2437,43.9657568717
2438,43.9757568717
2439,43.9857568717
2440,43.9957568717
2441,44.0057568717
2442,44.0157568717
2443,44.0257568717
2444,43.5257568717
2445,43.5357568717
2446,43.5457568717
2447,43.5557568717
2448,43.5657568717
2449,43.5757568717
2450,43.5857568717
2451,43.5957568717
2452,43.6057568717
2453,43.6157568717
2454,43.6257568717
2455,43.6357568717
2456,43.6457568717
2457,43.6557568717
2458,43.6657568717
2459,43.6757568717
2460,43.6857568717
2461,43.6957568717
2462,43.7057568717
2463,43.7157568717
2464,43.7257568717
2465,43.7357568717
2466,43.7457568717
2467,43.7557568717
2468,43.7657568717
2469,43.7757568717
2470,43.7857568717
2471,43.7957568717
2472,43.8057568717
2473,43.8157568717
2474,43.8257568717
2475,43.8357568717
2476,43.8457568717
2477,43.8557568717
2478,43.8657568717
2479,43.8757568717
2480,43.8857568717
2481,43.8957568717
2482,43.9057568717
2483,43.9157568717
2484,43.9257568717
2485,43.9357568717
2486,43.9457568717
2487,43.9557568717
2488,43.9657568717
2489,43.9757568717
2490,43.9857568717
2491,43.9957568717
2492,44.0057568717
2493,44.0157568717
2494,44.0257568717
2495,43.5357568717
2496,43.5457568717
2497,43.5557568717
2498,43.5657568717
2499,43.5757568717
2500,43.5857568717
2501,43.5957568717
2502,43.6057568717
2503,43.6157568717
2504,43.6257568717
2505,43.6357568717
2506,43.6457568717
2507,43.6557568717
2508,43.6657568717
2509,43.6757568717
2510,43.6857568717
2511,43.6957568717
2512,43.7057568717
2513,43.7157568717
2514,43.7257568717
2515,43.7357568717
2516,43.7457568717
2517,43.7557568717
2518,43.7657568717
2519,43.7757568717
2520,43.7857568717
2521,43.7957568717
2522,43.8057568717
2523,43.8157568717
2524,43.8257568717
2525,43.8357568717
2526,43.8457568717
2527,43.8557568717
2528,43.8657568717
2529,43.8757568717
2530,43.8857568717
2531,43.8957568717
2532,43.9057568717
2533,43.9157568717
2534,43.9257568717
2535,43.9357568717
2536,43.9457568717
2537,43.9557568717
2538,43.9657568717
2539,43.9757568717
2540,43.9857568717
2541,43.9957568717
2542,44.0057568717
2543,44.0157568717
2544,44.0257568717
2545,43.5557568717
2546,43.5657568717
2547,43.5757568717
2548,43.5857568717
2549,43.5957568717
2550,43.6057568717
2551,43.6157568717
2552,43.6257568717
2553,43.6357568717
2554,43.6457568717
2555,43.6557568717
2556,43.6657568717
2557,43.6757568717
2558,43.6857568717
2559,43.6957568717
2560,43.7057568717
2561,43.7157568717
2562,43.7257568717
2563,43.7357568717
2564,43.7457568717
2565,43.7557568717
2566,43.7657568717
2567,43.7757568717
2568,43.7857568717
2569,43.7957568717
2570,43.8057568717
2571,43.8157568717
2572,43.8257568717
2573,43.8357568717
2574,43.8457568717
2575,43.8557568717
2576,43.8657568717
2577,43.8757568717
2578,43.8857568717
2579,43.8957568717
2580,43.9057568717
2581,43.9157568717
2582,43.9257568717
2583,43.9357568717
2584,43.9457568717
2585,43.9557568717
2586,43.9657568717
2587,43.9757568717
2588,43.9857568717
2589,43.9957568717
2590,44.0057568717
2591,44.0157568717
2592,44.0257568717
2593,43.5657568717
2594,43.5757568717
2595,43.5857568717
2596,43.5957568717
2597,43.6057568717
2598,43.6157568717
2599,43.6257568717
2600,43.6357568717
2601,43.6457568717
2602,43.6557568717
2603,43.6657568717
2604,43.6757568717
2605,43.6857568717
2606,43.6957568717
2607,43.7057568717
2608,43.7157568717
2609,43.7257568717
2610,43.7357568717
2611,43.7457568717
2612,43.7557568717
2613,43.7657568717
2614,43.7757568717
2615,43.7857568717
2616,43.7957568717
2617,43.8057568717
2618,43.8157568717
2619,43.8257568717
2620,43.8357568717
2621,43.8457568717
2622,43.8557568717
2623,43.8657568717
2624,43.8757568717
2625,43.8857568717
2626,43.8957568717
2627,43.9057568717
2628,43.9157568717
2629,43.9257568717
2630,43.9357568717
2631,43.9457568717
2632,43.9557568717
2633,43.9657568717
2634,43.9757568717
2635,43.9857568717
2636,43.9957568717
2637,44.0057568717
2638,44.0157568717
2639,44.0257568717
2640,43.5757568717
2641,43.5857568717
2642,43.5957568717
2643,43.6057568717
2644,43.6157568717
2645,43.6257568717
2646,43.6357568717
2647,43.6457568717
2648,43.6557568717
2649,43.6657568717
2650,43.6757568717
2651,43.6857568717
2652,43.6957568717
2653,43.7057568717
2654,43.7157568717
2655,43.7257568717
2656,43.7357568717
2657,43.7457568717
2658,43.7557568717
2659,43.7657568717
2660,43.7757568717
2661,43.7857568717
2662,43.7957568717
2663,43.8057568717
2664,43.8157568717
2665,43.8257568717
2666,43.8357568717
2667,43.8457568717
2668,43.8557568717
2669,43.8657568717
2670,43.8757568717
2671,43.8857568717
2672,43.8957568717
2673,43.9057568717
2674,43.9157568717
2675,43.9257568717
2676,43.9357568717
2677,43.9457568717
2678,43.9557568717
2679,43.9657568717
2680,43.9757568717
2681,43.9857568717
2682,43.9957568717
2683,44.0057568717
2684,44.0157568717
2685,44.0257568717
2686,43.5957568717
2687,43.6057568717
2688,43.6157568717
2689,43.6257568717
2690,43.6357568717
2691,43.6457568717
2692,43.6557568717
2693,43.6657568717
2694,43.6757568717
2695,43.6857568717
2696,43.6957568717
2697,43.7057568717
2698,43.7157568717
2699,43.7257568717
2700,43.7357568717
2701,43.7457568717
2702,43.7557568717
2703,43.7657568717
2704,43.7757568717
2705,43.7857568717
2706,43.7957568717
2707,43.8057568717
2708,43.8157568717
2709,43.8257568717
2710,43.8357568717
2711,43.8457568717
2712,43.8557568717
2713,43.8657568717
2714,43.8757568717
2715,43.8857568717
2716,43.8957568717
2717,43.9057568717
2718,43.9157568717
2719,43.9257568717
2720,43.9357568717
2721,43.9457568717
2722,43.9557568717
2723,43.9657568717
2724,43.9757568717
2725,43.9857568717
2726,43.9957568717
2727,44.0057568717
2728,44.0157568717
2729,43.6057568717
2730,43.6157568717
2731,43.6257568717
2732,43.6357568717
2733,43.6457568717
2734,43.6557568717
2735,43.6657568717
2736,43.6757568717
2737,43.6857568717
2738,43.6957568717
2739,43.7057568717
2740,43.7157568717
2741,43.7257568717
2742,43.7357568717
2743,43.7457568717
2744,43.7557568717
2745,43.7657568717
2746,43.7757568717
2747,43.7857568717
2748,43.7957568717
2749,43.8057568717
2750,43.8157568717
2751,43.8257568717
2752,43.8357568717
2753,43.8457568717
2754,43.8557568717
2755,43.8657568717
2756,43.8757568717
2757,43.8857568717
2758,43.8957568717
2759,43.9057568717
2760,43.9157568717
2761,43.9257568717
2762,43.9357568717
2763,43.9457568717
2764,43.9557568717
2765,43.9657568717
2766,43.9757568717
2767,43.9857568717
2768,43.9957568717
2769,44.0057568717
2770,43.6157568717
2771,43.6257568717
2772,43.6357568717
2773,43.6457568717
2774,43.6557568717
2775,43.6657568717
2776,43.6757568717
2777,43.6857568717
2778,43.6957568717
2779,43.7057568717
2780,43.7157568717
2781,43.7257568717
2782,43.7357568717
2783,43.7457568717
2784,43.7557568717
2785,43.7657568717
2786,43.7757568717
2787,43.7857568717
2788,43.7957568717
2789,43.8057568717
2790,43.8157568717
2791,43.8257568717
2792,43.8357568717
2793,43.8457568717
2794,43.8557568717
2795,43.8657568717
2796,43.8757568717
2797,43.8857568717
2798,43.8957568717
2799,43.9057568717
2800,43.9157568717
2801,43.9257568717
2802,43.9357568717
2803,43.9457568717
2804,43.9557568717
2805,43.9657568717
2806,43.9757568717
2807,43.9857568717
2808,43.9957568717
2809,43.6257568717
2810,43.6357568717
2811,43.6457568717
2812,43.6557568717
2813,43.6657568717
2814,43.6757568717
2815,43.6857568717
2816,43.6957568717
2817,43.7057568717
2818,43.7157568717
2819,43.7257568717
2820,43.7357568717
2821,43.7457568717
2822,43.7557568717
2823,43.7657568717
2824,43.7757568717
2825,43.7857568717
2826,43.7957568717
2827,43.8057568717
2828,43.8157568717
2829,43.8257568717
2830,43.8357568717
2831,43.8457568717
2832,43.8557568717
2833,43.8657568717
2834,43.8757568717
2835,43.8857568717
2836,43.8957568717
2837,43.9057568717
2838,43.9157568717
2839,43.9257568717
2840,43.9357568717
2841,43.9457568717
2842,43.9557568717
2843,43.9657568717
2844,43.9757568717
2845,43.6457568717
2846,43.6557568717
2847,43.6657568717
2848,43.6757568717
2849,43.6857568717
2850,43.6957568717
2851,43.7057568717
2852,43.7157568717
2853,43.7257568717
2854,43.7357568717
2855,43.7457568717
2856,43.7557568717
2857,43.7657568717
2858,43.7757568717
2859,43.7857568717
2860,43.7957568717
2861,43.8057568717
2862,43.8157568717
2863,43.8257568717
2864,43.8357568717
2865,43.8457568717
2866,43.8557568717
2867,43.8657568717
2868,43.8757568717
2869,43.8857568717
2870,43.8957568717
2871,43.9057568717
2872,43.9157568717
2873,43.9257568717
2874,43.9357568717
2875,43.9457568717
2876,43.9557568717
2877,43.9657568717
2878,43.6557568717
2879,43.6657568717
2880,43.6757568717
2881,43.6857568717
2882,43.6957568717
2883,43.7057568717
2884,43.7157568717
2885,43.7257568717
2886,43.7357568717
2887,43.7457568717
2888,43.7557568717
2889,43.7657568717
2890,43.7757568717
2891,43.7857568717
2892,43.7957568717
2893,43.8057568717
2894,43.8157568717
2895,43.8257568717
2896,43.8357568717
2897,43.8457568717
